[   -8.626,   -0.096,    5.545,   34.793,   -3.577,    6.696,   -3.720,    3.491,]    #combo: 1087 #block: 1999 ratio:0.544
[   -6.819,   -0.501,    0.113,   40.033,   -6.317,    8.635,   -6.501,    4.138,]    #combo: 1159 #block: 1999 ratio:0.580
[   -6.819,   -0.096,    5.599,   40.033,   -1.172,    7.150,   -6.506,    4.646,]    #combo:  207 #block:  410 ratio:0.505
[   -6.819,   -0.096,    3.437,   40.033,   -1.174,    7.150,   -6.506,    8.148,]    #combo:  621 #block: 1136 ratio:0.547
[   -9.035,   -0.249,    5.545,   41.695,   -1.478,    5.331,   -6.491,    4.646,]    #combo: 1119 #block: 1999 ratio:0.560
[   -6.819,   -0.501,    8.205,   40.033,   -9.947,    8.292,   -6.091,    4.138,]    #combo:  618 #block: 1159 ratio:0.533
[   -6.942,   -0.523,    0.610,   30.352,   -5.878,    2.912,   -2.190,    4.508,]    #combo:  956 #block: 1797 ratio:0.532
[   -6.819,   -0.228,    8.205,   40.033,   -4.657,    4.134,   -6.501,    5.012,]    #combo: 1034 #block: 1999 ratio:0.517
[   -9.710,   -0.595,    8.025,   46.280,  -10.069,    7.150,   -6.501,    2.321,]    #combo: 1177 #block: 1999 ratio:0.589
[   -9.354,   -0.463,   -0.241,   40.033,   -3.577,    8.292,   -9.427,    2.285,]    #combo: 1034 #block: 1999 ratio:0.517
[   -6.530,   -0.096,    8.205,   39.983,  -11.513,    5.331,   -6.091,    4.443,]    #combo: 1068 #block: 1999 ratio:0.534
[   -6.942,   -4.919,    8.320,   44.484,   -6.709,    6.446,   -6.506,    4.367,]    #combo:   21 #block:   81 ratio:0.259
[   -7.272,   -0.249,    3.115,   41.695,   -0.858,    4.134,   -3.110,    7.807,]    #combo:  494 #block:  938 ratio:0.527
[   -6.819,   -0.228,    3.437,   40.033,   -0.858,    4.134,   -6.501,    7.807,]    #combo: 1087 #block: 1999 ratio:0.544
