[   -9.056,   -0.096,    5.545,   32.123,   -1.478,    6.446,   -6.091,    0.480,]    #combo: 1006 #block: 1886 ratio:0.533
[   -9.035,   -0.523,    2.344,   34.793,   -0.785,    6.446,   -1.606,    2.862,]    #combo:  248 #block:  525 ratio:0.472
[   -6.353,   -0.523,    2.344,   39.707,   -0.785,    6.446,   -1.606,    2.862,]    #combo:  717 #block: 1328 ratio:0.540
[   -6.819,   -0.523,    2.344,   34.793,   -1.174,    6.446,   -6.506,    8.148,]    #combo:  102 #block:  229 ratio:0.445
[   -9.601,   -0.169,    5.512,   33.496,   -3.229,    8.659,   -7.119,    0.516,]    #combo: 1130 #block: 1999 ratio:0.565
[   -9.035,   -0.249,    5.545,   41.695,   -1.478,    5.331,   -6.491,    4.646,]    #combo:  132 #block:  296 ratio:0.446
[   -7.154,   -0.096,    2.466,   30.793,  -10.701,    6.446,   -6.091,    0.568,]    #combo:  299 #block:  552 ratio:0.542
[   -6.752,   -0.237,    8.205,   39.983,  -11.513,    5.331,   -5.669,    4.443,]    #combo: 1062 #block: 1999 ratio:0.531
[   -5.748,   -0.431,    8.456,   40.033,   -0.436,    4.043,   -5.882,    7.145,]    #combo:  132 #block:  305 ratio:0.433
[   -6.609,   -0.249,    0.113,   40.033,   -1.478,    8.659,   -3.736,    4.646,]    #combo: 1126 #block: 1999 ratio:0.563
